City,URL,Latitude,Longitude,Timezone,Error,Weather Report?
ust-nera,https://wetter.com/russland/ust-nera/RU2120048.html,64.5697,143.237,Asia/Ust-Nera,,True
nachodka,https://wetter.com/russland/nachodka/RU0PR0002.html,42.8438,132.918,Asia/Vladivostok,,True
lososina,https://wetter.com/russland/lososina/RU2123688.html,48.9965,140.3146,Asia/Vladivostok,,True
komsomolsk-am-amur,https://wetter.com/russland/komsomolsk-am-amur/RU2021851.html,50.5503,137.01,Asia/Vladivostok,,True
mayskiy,https://wetter.com/russland/mayskiy/RU2123371.html,48.9989,140.2098,Asia/Vladivostok,,True
lazarev,https://wetter.com/russland/lazarev/RU2123836.html,52.2231,141.5127,Asia/Vladivostok,,True
gornyy,https://wetter.com/russland/gornyy/RU2023920.html,50.7634,136.4495,Asia/Vladivostok,,True
chor,https://wetter.com/russland/chor/RU2022317.html,47.884,134.9558,Asia/Vladivostok,,True
solnechnyy,https://wetter.com/russland/solnechnyy/RU2016307.html,50.7237,136.6383,Asia/Vladivostok,,True
lermontovka,https://wetter.com/russland/lermontovka/RU2020824.html,47.146,134.3389,Asia/Vladivostok,,True
zavety-il-icha,https://wetter.com/russland/zavety-il-icha/RU2119370.html,49.0374,140.2699,Asia/Vladivostok,,True
mukhen,https://wetter.com/russland/mukhen/RU2019718.html,48.1967,136.1269,Asia/Vladivostok,,True
topolevo,https://wetter.com/russland/topolevo/RU2015136.html,48.5026,135.1761,Asia/Vladivostok,,True
litovko,https://wetter.com/russland/litovko/RU2020738.html,49.2375,135.174,Asia/Vladivostok,,True
solnechnyy,https://wetter.com/russland/solnechnyy/RU2016308.html,50.5833,137.0333,Asia/Vladivostok,,True
mago,https://wetter.com/russland/mago/RU2123621.html,53.2585,140.1827,Asia/Vladivostok,,True
selikhino,https://wetter.com/russland/selikhino/RU2017042.html,50.3683,137.5016,Asia/Vladivostok,,True
sovetskaya-gavan,https://wetter.com/russland/sovetskaya-gavan/RU0KH0002.html,48.9722,140.2892,Asia/Vladivostok,,True
oktyabr-skiy,https://wetter.com/russland/oktyabr-skiy/RU2122584.html,49.0586,140.2469,Asia/Vladivostok,,True
mnogovershinnyy,https://wetter.com/russland/mnogovershinnyy/RU2019935.html,53.9335,139.9274,Asia/Vladivostok,,True
novyy-urgal,https://wetter.com/russland/novyy-urgal/RU2047258.html,51.0709,132.6008,Asia/Vladivostok,,True
amurzet,https://wetter.com/russland/amurzet/RU2027740.html,47.6954,131.0949,Asia/Vladivostok,,True
zavodskoy,https://wetter.com/russland/zavodskoy/RU2012623.html,43.4624,132.2849,Asia/Vladivostok,,True
chabarowsk,https://wetter.com/russland/chabarowsk/RU0KH0001.html,48.4827,135.0838,Asia/Vladivostok,,True
bogorodskoye,https://wetter.com/russland/bogorodskoye/RU2126638.html,52.374,140.4358,Asia/Vladivostok,,True
amursk,https://wetter.com/russland/amursk/RU2027749.html,50.2369,136.8814,Asia/Vladivostok,,True
berezovyy,https://wetter.com/russland/berezovyy/RU2026786.html,51.669,135.6658,Asia/Vladivostok,,True
bikin,https://wetter.com/russland/bikin/RU2026696.html,46.8129,134.2501,Asia/Vladivostok,,True
knyaze-volkonskoye,https://wetter.com/russland/knyaze-volkonskoye/RU2021954.html,48.4655,135.4558,Asia/Vladivostok,,True
nikolayevsk-on-amure,https://wetter.com/russland/nikolayevsk-on-amure/RU2122850.html,53.1466,140.7229,Asia/Vladivostok,,True
imeni-poliny-osipenko,https://wetter.com/russland/imeni-poliny-osipenko/RU2023584.html,52.4242,136.4868,Asia/Vladivostok,,True
de-kastri,https://wetter.com/russland/de-kastri/RU2126018.html,51.4754,140.7699,Asia/Vladivostok,,True
korfovskiy,https://wetter.com/russland/korfovskiy/RU2021766.html,48.2226,135.0597,Asia/Vladivostok,,True
chegdomyn,https://wetter.com/russland/chegdomyn/RU2025579.html,51.1285,133.0083,Asia/Vladivostok,,True
gorin,https://wetter.com/russland/gorin/RU2023943.html,51.1986,136.6622,Asia/Vladivostok,,True
el-ban,https://wetter.com/russland/el-ban/RU2024449.html,50.0953,136.5011,Asia/Vladivostok,,True
khurba,https://wetter.com/russland/khurba/RU2022174.html,50.4066,136.8828,Asia/Vladivostok,,True
tyrma,https://wetter.com/russland/tyrma/RU2014694.html,50.0477,132.1501,Asia/Vladivostok,,True
wanino,https://wetter.com/russland/wanino/RU2119932.html,49.0985,140.2531,Asia/Vladivostok,,True
pereyaslavka,https://wetter.com/russland/pereyaslavka/RU2018040.html,47.9695,135.0593,Asia/Vladivostok,,True
khorol,https://wetter.com/russland/khorol/RU2022289.html,44.427,132.0771,Asia/Vladivostok,,True
mikhaylovka,https://wetter.com/russland/mikhaylovka/RU2020013.html,43.9328,132.0091,Asia/Vladivostok,,True
lipovtsy,https://wetter.com/russland/lipovtsy/RU2020752.html,44.1999,131.7229,Asia/Vladivostok,,True
partisansk,https://wetter.com/russland/partisansk/RU2018116.html,43.1208,133.124,Asia/Vladivostok,,True
ol-ga,https://wetter.com/russland/ol-ga/RU2018553.html,43.7474,135.2909,Asia/Vladivostok,,True
sibirtsevo,https://wetter.com/russland/sibirtsevo/RU2016588.html,44.2021,132.4612,Asia/Vladivostok,,True
lutschegorsk,https://wetter.com/russland/lutschegorsk/RU2020689.html,46.4429,134.2962,Asia/Vladivostok,,True
yakovlevka,https://wetter.com/russland/yakovlevka/RU2013176.html,44.4264,133.4737,Asia/Vladivostok,,True
preobrazheniye,https://wetter.com/russland/preobrazheniye/RU2017658.html,42.9009,133.9042,Asia/Vladivostok,,True
pokrovka,https://wetter.com/russland/pokrovka/RU2017838.html,43.9533,131.6344,Asia/Vladivostok,,True
novoshakhtinskiy,https://wetter.com/russland/novoshakhtinskiy/RU2018864.html,44.0267,132.1659,Asia/Vladivostok,,True
trudovoye,https://wetter.com/russland/trudovoye/RU2015051.html,43.3027,132.0789,Asia/Vladivostok,,True
uglovoye,https://wetter.com/russland/uglovoye/RU2014571.html,43.3319,132.0856,Asia/Vladivostok,,True
vozdvizhenka,https://wetter.com/russland/vozdvizhenka/RU2013272.html,43.8941,131.9459,Asia/Vladivostok,,True
razdol-noye,https://wetter.com/russland/razdol-noye/RU2017478.html,43.5389,131.8969,Asia/Vladivostok,,True
pogranichnyy,https://wetter.com/russland/pogranichnyy/RU2017851.html,44.4097,131.3778,Asia/Vladivostok,,True
novopokrovka,https://wetter.com/russland/novopokrovka/RU2018888.html,45.8533,134.5007,Asia/Vladivostok,,True
livadiya,https://wetter.com/russland/livadiya/RU2020734.html,42.8684,132.6728,Asia/Vladivostok,,True
chuguyevka,https://wetter.com/russland/chuguyevka/RU2025286.html,44.1634,133.8662,Asia/Vladivostok,,True
ochotsk,https://wetter.com/russland/ochotsk/RU2122605.html,59.362,143.2147,Asia/Vladivostok,,True
vysokogornyy,https://wetter.com/russland/vysokogornyy/RU2013216.html,50.0989,139.1234,Asia/Vladivostok,,True
nekrasovka,https://wetter.com/russland/nekrasovka/RU2019388.html,48.3521,135.2322,Asia/Vladivostok,,True
vyazemskiy,https://wetter.com/russland/vyazemskiy/RU2013229.html,47.5364,134.7535,Asia/Vladivostok,,True
arsen-yev,https://wetter.com/russland/arsen-yev/RU2027468.html,44.1528,133.2771,Asia/Vladivostok,,True
dalnerechensk,https://wetter.com/russland/dalnerechensk/RU2025159.html,45.9315,133.7391,Asia/Vladivostok,,True
bol-shoy-kamen,https://wetter.com/russland/bol-shoy-kamen/RU2026303.html,43.1114,132.35,Asia/Vladivostok,,True
aur,https://wetter.com/russland/aur/RU8311560.html,48.6265,133.4352,Asia/Vladivostok,,True
kamen-rybolov,https://wetter.com/russland/kamen-rybolov/RU2023226.html,44.7452,132.0465,Asia/Vladivostok,,True
