City,URL,Latitude,Longitude,Timezone,Error,Weather Report?
zinzahal,https://wetter.com/aserbaidschan/zinzahal/AZ0584564.html,40.4192,46.1758,Asia/Baku,,True
eyrivank,https://wetter.com/aserbaidschan/eyrivank/AZ0586593.html,40.5316,45.5949,Asia/Baku,,True
inekbogan,https://wetter.com/aserbaidschan/inekbogan/AZ0586332.html,40.5596,45.6224,Asia/Baku,,True
yukhary-seidakhmedli,https://wetter.com/aserbaidschan/yukhary-seidakhmedli/AZ0146919.html,39.5798,47.2608,Asia/Baku,,True
yal-pir-akhmedly,https://wetter.com/aserbaidschan/yal-pir-akhmedly/AZ0146965.html,39.5294,47.142,Asia/Baku,,True
uecuencue-mahmudlu,https://wetter.com/aserbaidschan/uecuencue-mahmudlu/AZ0147581.html,39.583,47.2225,Asia/Baku,,True
qaradagli,https://wetter.com/aserbaidschan/qaradagli/AZ0147930.html,39.5133,47.077,Asia/Baku,,True
kalakend,https://wetter.com/aserbaidschan/kalakend/AZ0586276.html,40.4879,45.7583,Asia/Baku,,True
musabeyli,https://wetter.com/aserbaidschan/musabeyli/AZ0147454.html,39.475,47.1862,Asia/Baku,,True
yukhary-rafadinli,https://wetter.com/aserbaidschan/yukhary-rafadinli/AZ0146921.html,39.484,47.1235,Asia/Baku,,True
sekercik,https://wetter.com/aserbaidschan/sekercik/AZ0147191.html,39.6065,47.1625,Asia/Baku,,True
qobu-dilagarda,https://wetter.com/aserbaidschan/qobu-dilagarda/AZ0395657.html,39.6815,47.1784,Asia/Baku,,True
qorqan,https://wetter.com/aserbaidschan/qorqan/AZ0147712.html,39.5608,47.2831,Asia/Baku,,True
horadiz,https://wetter.com/aserbaidschan/horadiz/AZ0148003.html,39.4502,47.335,Asia/Baku,,True
dilagarda,https://wetter.com/aserbaidschan/dilagarda/AZ0148196.html,39.7114,47.1606,Asia/Baku,,True
xatinbulaq,https://wetter.com/aserbaidschan/xatinbulaq/AZ0147790.html,39.5137,47.1072,Asia/Baku,,True
mutudere,https://wetter.com/aserbaidschan/mutudere/AZ0585427.html,40.6081,45.4867,Asia/Baku,,True
balakend,https://wetter.com/aserbaidschan/balakend/AZ0587074.html,40.5,45.75,Asia/Baku,,True
sahdag,https://wetter.com/aserbaidschan/sahdag/AZ0584989.html,40.547,45.5844,Asia/Baku,,True
yeni-yerevan,https://wetter.com/aserbaidschan/yeni-yerevan/AZ0585330.html,40.695,46.3359,Asia/Baku,,True
magara,https://wetter.com/aserbaidschan/magara/AZ0585609.html,40.5804,45.8144,Asia/Baku,,True
boeyuek-qaramurad,https://wetter.com/aserbaidschan/boeyuek-qaramurad/AZ0615469.html,40.5763,45.6373,Asia/Baku,,True
sogyutlu,https://wetter.com/aserbaidschan/sogyutlu/AZ0585096.html,40.5967,45.8366,Asia/Baku,,True
pirbulaq,https://wetter.com/aserbaidschan/pirbulaq/AZ0824419.html,40.6114,45.9014,Asia/Baku,,True
beklya,https://wetter.com/aserbaidschan/beklya/AZ0587012.html,40.6102,48.901,Asia/Baku,,True
heriknaz,https://wetter.com/aserbaidschan/heriknaz/AZ0586608.html,40.596,45.6814,Asia/Baku,,True
zamanli,https://wetter.com/aserbaidschan/zamanli/AZ0584600.html,40.6511,45.4398,Asia/Baku,,True
sarikoeyn-k,https://wetter.com/aserbaidschan/sarikoeyn-k/AZ0585120.html,40.5507,45.7167,Asia/Baku,,True
rustavi,https://wetter.com/aserbaidschan/rustavi/AZ0585196.html,40.5026,45.7626,Asia/Baku,,True
gaencae,https://wetter.com/aserbaidschan/gaencae/AZ0586523.html,40.6828,46.3606,Asia/Baku,,True
ataxal,https://wetter.com/aserbaidschan/ataxal/AZ0587140.html,40.5857,45.6264,Asia/Baku,,True
