City,URL,Latitude,Longitude,Timezone,Error,Weather Report?
kuril-sk,https://wetter.com/russland/kuril-sk/RU2123979.html,45.2269,147.8777,Asia/Magadan,,True
shikotan,https://wetter.com/russland/shikotan/RU6930874.html,43.7992,146.7216,Asia/Magadan,,True
atka,https://wetter.com/russland/atka/RU2126998.html,60.835,151.7894,Asia/Magadan,,True
shirokiy,https://wetter.com/russland/shirokiy/RU2121281.html,63.0768,148.0437,Asia/Magadan,,True
sinegor-ye,https://wetter.com/russland/sinegor-ye/RU2121197.html,62.0878,150.5216,Asia/Magadan,,True
sokol,https://wetter.com/russland/sokol/RU2121102.html,59.9183,150.7496,Asia/Magadan,,True
belichan,https://wetter.com/russland/belichan/RU2126782.html,62.89,148.1338,Asia/Magadan,,True
kholodnyy,https://wetter.com/russland/kholodnyy/RU2124611.html,62.7133,147.9136,Asia/Magadan,,True
arman,https://wetter.com/russland/arman/RU2127060.html,59.6699,150.1316,Asia/Magadan,,True
mal-dyak,https://wetter.com/russland/mal-dyak/RU2123557.html,62.9987,148.2369,Asia/Magadan,,True
korkodon,https://wetter.com/russland/korkodon/RU2124294.html,64.7456,153.9694,Asia/Magadan,,True
dukat,https://wetter.com/russland/dukat/RU2125906.html,62.5723,155.3499,Asia/Magadan,,True
kadykchan,https://wetter.com/russland/kadykchan/RU2130918.html,63.0786,147.0114,Asia/Magadan,,True
palatka,https://wetter.com/russland/palatka/RU0MG0001.html,60.1018,150.9343,Asia/Magadan,,True
galimyy,https://wetter.com/russland/galimyy/RU2125640.html,62.3538,155.9613,Asia/Magadan,,True
ewensk,https://wetter.com/russland/ewensk/RU2125693.html,61.9172,159.2335,Asia/Magadan,,True
mjaundscha,https://wetter.com/russland/mjaundscha/RU2123100.html,63.05,147.1844,Asia/Magadan,,True
merenga,https://wetter.com/russland/merenga/RU2123308.html,61.8906,156.1361,Asia/Magadan,,True
omsukchan,https://wetter.com/russland/omsukchan/RU2122493.html,62.5158,155.7904,Asia/Magadan,,True
debin,https://wetter.com/russland/debin/RU2126025.html,62.342,150.7575,Asia/Magadan,,True
karamken,https://wetter.com/russland/karamken/RU2124984.html,60.2093,151.0939,Asia/Magadan,,True
orotukan,https://wetter.com/russland/orotukan/RU2122414.html,62.2642,151.6715,Asia/Magadan,,True
raduzhnyy,https://wetter.com/russland/raduzhnyy/RU2121702.html,62.0333,152.3833,Asia/Magadan,,True
magadan,https://wetter.com/russland/magadan/RU2123628.html,59.5638,150.8035,Asia/Magadan,,True
otrada,https://wetter.com/russland/otrada/RU2122334.html,44.0683,145.8645,Asia/Magadan,,True
juschno-kurilsk,https://wetter.com/russland/juschno-kurilsk/RU2119447.html,44.0273,145.8615,Asia/Magadan,,True
talaya,https://wetter.com/russland/talaya/RU2120769.html,61.3704,152.7688,Asia/Magadan,,True
yagodnoye,https://wetter.com/russland/yagodnoye/RU2119626.html,62.5241,149.6283,Asia/Magadan,,True
zhurba,https://wetter.com/russland/zhurba/RU2119317.html,61.7833,152.4,Asia/Magadan,,True
verkhniy-at-uryakh,https://wetter.com/russland/verkhniy-at-uryakh/RU2119859.html,62.6511,150.1071,Asia/Magadan,,True
uptar,https://wetter.com/russland/uptar/RU2120129.html,59.8992,150.8738,Asia/Magadan,,True
ust-omchug,https://wetter.com/russland/ust-omchug/RU2120047.html,61.1334,149.6328,Asia/Magadan,,True
takhtoyamsk,https://wetter.com/russland/takhtoyamsk/RU2120790.html,60.1981,154.6798,Asia/Magadan,,True
svetlyy,https://wetter.com/russland/svetlyy/RU2120846.html,62.8,147.943,Asia/Magadan,,True
